audio_id,audio_duration,e22_reference_text,corrected_reference_text,whisper_large_v2_prediction,whisper_large_v2_label,whisper_large_v2_hallucination_text,whisper_large_v2_hallucination_json,whisper_large_v3_prediction,whisper_large_v3_label,whisper_large_v3_hallucination_text,whisper_large_v3_hallucination_json,whisper_large_v3_turbo_prediction,whisper_large_v3_turbo_label,whisper_large_v3_turbo_hallucination_text,whisper_large_v3_turbo_hallucination_json,crisper_whisper_prediction,crisper_whisper_label,crisper_whisper_hallucination_text,crisper_whisper_hallucination_json,canary_prediction,canary_label,canary_hallucination_text,canary_hallucination_json,canary_flash_prediction,canary_flash_label,canary_flash_hallucination_text,canary_flash_hallucination_json,parakeet_prediction,parakeet_label,parakeet_hallucination_text,parakeet_hallucination_json,phi4_prediction,phi4_label,phi4_hallucination_text,phi4_hallucination_json,granite_prediction,granite_label,granite_hallucination_text,granite_hallucination_json,,split
0_MTN-Ghana-2021-Third-Quarter-Results-Call.wav,1.5400625,"Good day, ladies and gentlemen.",good day ladies and gentlemen," Good day ladies, thank you for your time.",Hallucination or looping,thank you for your time.,"[{""text"": ""thank you for your time."", ""start"": 18, ""end"": 42, ""labels"": [""Hallucination""]}]"," Good day, ladies and gentlemen.",No hallucination,,[]," Good day, ladies. Thank you. I'll see you in a minute and a while.",Hallucination or looping,Thank you. I'll see you in a minute and a while.,"[{""text"": ""Thank you. I'll see you in a minute and a while."", ""start"": 19, ""end"": 67, ""labels"": [""Hallucination""]}]",Good day ladies and gentlemen and.,Hallucination or looping,and.,"[{""text"": ""and."", ""start"": 30, ""end"": 34, ""labels"": [""Hallucination""]}]","Good day ladies, thank you for your information.",Hallucination or looping,thank you for your information.,"[{""text"": ""thank you for your information."", ""start"": 17, ""end"": 48, ""labels"": [""Hallucination""]}]","Good day, ladies, thank you for the interview.",Hallucination or looping,thank you for the interview.,"[{""text"": ""thank you for the interview."", ""start"": 18, ""end"": 46, ""labels"": [""Hallucination""]}]","Good day, ladies and gentlemen.",No hallucination,,[],"Good day, ladies and gentlemen.",No hallucination,,[],good day ladies and gentlemen,No hallucination,,[],,test
1001_4469669.wav,0.7200625,UBS.,[INAUDIBLE], UBS is a...,No hallucination,,[], UBS is a...,No hallucination,,[], UBS is...,No hallucination,,[],EBS,No hallucination,,[],ABS,No hallucination,,[],A B S. Yes.,Hallucination or looping,A B S. Yes.,"[{""text"": ""A B S. Yes."", ""start"": 0, ""end"": 11, ""labels"": [""Hallucination""]}]",UBS in the,Hallucination or looping,in the,"[{""text"": ""in the"", ""start"": 4, ""end"": 10, ""labels"": [""Hallucination""]}]","Yeah, but yes.",Hallucination or looping,"Yeah, but yes.","[{""text"": ""Yeah, but yes."", ""start"": 0, ""end"": 14, ""labels"": [""Hallucination""]}]",ebs this is,Hallucination or looping,this is,"[{""text"": ""this is"", ""start"": 4, ""end"": 11, ""labels"": [""Hallucination""]}]",,train
100_4466797.wav,1.9600625,"So, slide eight.",so side 8, So this is an example of that.,Hallucination or looping,this is an example of that.,"[{""text"": ""this is an example of that."", ""start"": 4, ""end"": 31, ""labels"": [""Hallucination""]}]"," So, side eight.",No hallucination,,[]," So, side date.",No hallucination,,[],"So, slide eight.",No hallucination,,[],So side eight.,No hallucination,,[],"So, slide eight.",No hallucination,,[],So side age.,No hallucination,,[],"So, Syddent, we…",No hallucination,,[],so cydate,No hallucination,,[],,test
100_4472895.wav,6.000125,"Hi, good morning, good afternoon.",question hi good morning good afternoon," question. Hi, good morning, good afternoon.",No hallucination,,[]," question. Hi, good morning, good afternoon.",No hallucination,,[], question. Hi. Good morning. Good afternoon.,No hallucination,,[],"Question. Hi, good morning, good afternoon.",No hallucination,,[],"question. Hi, good morning, good afternoon.",No hallucination,,[],"Question. Hi, good morning, good afternoon.",No hallucination,,[],"Question: Hi, good morning, good afternoon.",No hallucination,,[],"Hi, good morning, good afternoon.",No hallucination,,[],hi good morning good afternoon,No hallucination,,[],,train
101_4466251.wav,1.480125,"Andri, please.",[INAUDIBLE], Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 1, ""end"": 11, ""labels"": [""Hallucination""]}]", Please. Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 9, ""end"": 19, ""labels"": [""Hallucination""]}]", please. Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 9, ""end"": 19, ""labels"": [""Hallucination""]}]",Please.,No hallucination,,[],Miss. Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 6, ""end"": 16, ""labels"": [""Hallucination""]}]",Please. Thank you.,Hallucination or looping,Thank you.,"[{""text"": ""Thank you."", ""start"": 8, ""end"": 18, ""labels"": [""Hallucination""]}]",Please thank you.,Hallucination or looping,thank you.,"[{""text"": ""thank you."", ""start"": 7, ""end"": 17, ""labels"": [""Hallucination""]}]",Thanks.,Hallucination or looping,Thanks.,"[{""text"": ""Thanks."", ""start"": 0, ""end"": 7, ""labels"": [""Hallucination""]}]",please,No hallucination,,[],,train
101_4466718.wav,0.4200625,Jose?,[INAUDIBLE], Awesome.,No hallucination,,[], Awesome.,No hallucination,,[], Awesome.,No hallucination,,[],Or two?,No hallucination,,[],Got it.,No hallucination,,[],Or is it?,Hallucination or looping,Or is it?,"[{""text"": ""Or is it?"", ""start"": 0, ""end"": 9, ""labels"": [""Hallucination""]}]",Portion?,No hallucination,,[],What is it?,Hallucination or looping,What is it?,"[{""text"": ""What is it?"", ""start"": 0, ""end"": 11, ""labels"": [""Hallucination""]}]",awesome,No hallucination,,[],,train
101_4471809.wav,10.0200625,"I- in October, we signed an agreement to acquire, um, an interest in, uh, Shah Deniz gas project in Azerbaijan.",level in october we signed an agreement to acquire an interest in shagdeniz gas project in azerbaijan, level.,No hallucination,,[]," level. In October, we signed an agreement to acquire an interest in Shagdeniz gas project in Azerbaijan.",No hallucination,,[]," level. In October, we signed an agreement to acquire an interest in the Shakdeniz gas project in Azerbaijan. Please...",No hallucination,,[],"Level. In October, we signed an agreement to acquire [UM] an interest in [UH] Chagdin's gas project in Azerbaijan. Please.",No hallucination,,[],"In October, we signed an agreement to acquire an interest in Shaghdanese gas project in Azerbaijan.",No hallucination,,[],,No hallucination,,[],"Level. In October, we signed an agreement to acquire an interest in a Shagdiniz gas project in Azerbaijan.",No hallucination,,[],"In October, we signed an agreement to acquire, um, an interest in, uh, Shagdeniz gas project in Azerbaijan.",No hallucination,,[],in october we signed an agreement to acquire um an interest in uh shah deniz gas project in azerbaijan,No hallucination,,[],,test
101_4483296.wav,1.2200625,"Thanks, Dan.",thanks dan," Thanks, Dan. As always, I'm David Wilson. And we'll see you next time. Bye.",Hallucination or looping,"always, I'm David Wilson. And we'll see you next time. Bye.","[{""text"": ""always, I'm David Wilson. And we'll see you next time. Bye."", ""start"": 17, ""end"": 76, ""labels"": [""Hallucination""]}]"," Thanks, Dan.",No hallucination,,[]," Thanks, Dan.",No hallucination,,[],Thanks Dan. As.,No hallucination,,[],"Thanks, Dan.",No hallucination,,[],"Thanks, Dan. As.",No hallucination,,[],"Thanks, Dan.",No hallucination,,[],"Thanks, Dan.",No hallucination,,[],thanks dan,No hallucination,,[],,train
101_4483857.wav,0.4200625,I.e.,i e, IE.,No hallucination,,[], IE.,No hallucination,,[], i.e.,No hallucination,,[],I.e.,No hallucination,,[],"Mr President,",Hallucination or looping,"Mr President,","[{""text"": ""Mr President,"", ""start"": 0, ""end"": 13, ""labels"": [""Hallucination""]}]","Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr Pres",Hallucination or looping,"Mr President,; Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President; Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr Pres","[{""text"": ""Mr President,"", ""start"": 0, ""end"": 13, ""labels"": [""Hallucination""]}, {""text"": ""Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President"", ""start"": 14, ""end"": 838, ""labels"": [""Looping Hallucination""]}, {""text"": ""Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr President, Mr Pres"", ""start"": 840, ""end"": 987, ""labels"": [""Looping Hallucination""]}]",Yeah.,Hallucination or looping,Yeah.,"[{""text"": ""Yeah."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",Hi.,No hallucination,,[],yeah,Hallucination or looping,yeah,"[{""text"": ""yeah"", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",,train
101_4483937.wav,1.7800625,Turning into cash flow.,turning to cash flow this, turning cash flow. This is CS502B.,Hallucination or looping,is CS502B.,"[{""text"": ""is CS502B."", ""start"": 25, ""end"": 35, ""labels"": [""Hallucination""]}]"," Turning to cash flow, this is a very important point.",Hallucination or looping,is a very important point.,"[{""text"": ""is a very important point."", ""start"": 28, ""end"": 54, ""labels"": [""Hallucination""]}]"," Turning to cash flow, this...",No hallucination,,[],Turning to cash flow. This.,No hallucination,,[],"Turning to cash flow, this.",No hallucination,,[],"Turning to cash flow, this",No hallucination,,[],Turning to cash flow.,No hallucination,,[],Turning to cash flow.,No hallucination,,[],turning to cash flow,No hallucination,,[],,test
102_2020-03-0230487MTN-Ghana-2019-Annual-Results-Call.wav,0.2400625,But we certainly don't see any risks-…,[INAUDIBLE],,No hallucination,,[], It was.,Hallucination or looping,It was.,"[{""text"": ""It was."", ""start"": 1, ""end"": 8, ""labels"": [""Hallucination""]}]",川普-,Hallucination or looping,川普-,"[{""text"": ""\u5ddd\u666e-"", ""start"": 0, ""end"": 3, ""labels"": [""Hallucination""]}]",It would.,Hallucination or looping,It would.,"[{""text"": ""It would."", ""start"": 0, ""end"": 9, ""labels"": [""Hallucination""]}]",,No hallucination,,[],,No hallucination,,[],Hmm.,Hallucination or looping,Hmm.,"[{""text"": ""Hmm."", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",Okay.,Hallucination or looping,Okay.,"[{""text"": ""Okay."", ""start"": 0, ""end"": 5, ""labels"": [""Hallucination""]}]",yeah,Hallucination or looping,yeah,"[{""text"": ""yeah"", ""start"": 0, ""end"": 4, ""labels"": [""Hallucination""]}]",,train
102_4453076.wav,9.1800625,"Uh, we need to make sure that RPMBs are good and the profitability is strong as an industry.",[INAUDIBLE]," industry, there is a necessary need to halt unhealthy price infections in the mobile market. We need to make sure that our P&Es are good and the profitability is strong at the end of the day.",Hallucination or looping,at the end of the day.,"[{""text"": ""at the end of the day."", ""start"": 170, ""end"": 192, ""labels"": [""Hallucination""]}]"," industry, they're just a phase of hope and healthy pricing practices in the mobile market. We need to consider our P&D as good and the profitability is strong.",No hallucination,,[]," industry, there is a stage of hope and health-inspiring practices in the mobile market. We need to look for the RPMs as good and the profitability strong.",No hallucination,,[],And I think it's very important for us to look at what we can do and what we can't do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do,Hallucination or looping,And I think it's very important for us to look at what we can do and what we can't do; and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do,"[{""text"": ""And I think it's very important for us to look at what we can do and what we can't do"", ""start"": 0, ""end"": 85, ""labels"": [""Hallucination""]}, {""text"": ""and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do and what we can do"", ""start"": 86, ""end"": 845, ""labels"": [""Looping Hallucination""]}]",It's necessary to hold unhealthy pricing practices in the mobile market. We need to make sure that our pipeline leaves are good and the profitability is strong.,No hallucination,,[],"industry, as necessary to help unhealthy pricing practices in the mobile market, ah, we need to make sure that our p m bs are good and the profitability strong, I think.",Hallucination or looping,I think.,"[{""text"": ""I think."", ""start"": 161, ""end"": 169, ""labels"": [""Hallucination""]}]","Industry, it's necessary to halt and healthy sizing such as this in the mobile market. We need to make sure that our pre-devil needs and groups and the profitability is strong if any.",Hallucination or looping,if any.,"[{""text"": ""if any."", ""start"": 176, ""end"": 183, ""labels"": [""Hallucination""]}]","It is necessary to help and healthy rising factors in the mobile market, uh, we need to make sure that our profitability is strong.",No hallucination,,[],so it's necessary to help and enhance the pricing practices in the mobile market uh we need to make sure that our p&l is a group and the profitability strong,No hallucination,,[],,train
102_4453085.wav,10.0600625,"RED's expenditures on research, development, and service of released games quarterly, continuation of what I was presenting du- during our Q1 conference.",thats expenditures on research development and service of released game squad continuation of what i was presenting during our q one conference," That's expenditures on research, development, and service of released games, quite a continuation of what I was presenting during our Q1 conference. In the next slide.",Hallucination or looping,the next slide.,"[{""text"": ""the next slide."", ""start"": 153, ""end"": 168, ""labels"": [""Hallucination""]}]"," That's expenditures on research, development, and service of released game squatters. Continuation of what I was presenting during our Q1 conference.",No hallucination,,[]," That's expenditures on research, development, and service of released Game Squad, a continuation of what I was presenting during our Q1 conference.",No hallucination,,[],That's expenditures and research development and service of released game squad [UH] continuation of what I was presenting during our Q1 conference. In,Hallucination or looping,[UH],"[{""text"": ""[UH]"", ""start"": 80, ""end"": 84, ""labels"": [""Hallucination""]}]","That's expenditures on research, development and service of released gamesquad, a continuation of what I was presenting during our Q one conference.",Hallucination or looping,gamesquad,"[{""text"": ""gamesquad"", ""start"": 69, ""end"": 78, ""labels"": [""Hallucination""]}]",,Hallucination or looping,,[],"That's expenditures on research, development and service of released games quite a continuation of what I was presenting during our Q1 conference.",No hallucination,,[],"That's expenditures on research, development, and service of released games quarter, continuation of what I was presenting you, uh, during our Q1 conference.",No hallucination,,[],that expenditures on research development and service of released games quite a continuation of what i was presenting during during our q1 conference,No hallucination,,[],,test
102_4462231.wav,2.7600625,"So, do you have follow on?",so you have a follow on yeah," So, no follow on? Yeah, just to make sure.",Hallucination or looping,to make sure.,"[{""text"": ""to make sure."", ""start"": 30, ""end"": 43, ""labels"": [""Hallucination""]}]"," So, you have a follow-on? Yeah, just...",No hallucination,,[]," So, do you have a follow-on? Yeah, just...",No hallucination,,[],"So, you have a follow on? Yeah, just.",No hallucination,,[],"So you have a follow on? Yeah, just.",No hallucination,,[],"So, you have a follow on? Yeah, just.",No hallucination,,[],So you have a follow-on?,No hallucination,,[],"So, yeah, follow on.",No hallucination,,[],so the follow on,No hallucination,,[],,test
102_4466251.wav,2.1400625,"Thank you, Barack.",thank you burat," Thank you, Burat.",No hallucination,,[]," Thank you, Burak.",No hallucination,,[]," Thank you, Burad.",No hallucination,,[],Thank you Burath.,No hallucination,,[],"Thank you, Burrat.",No hallucination,,[],"Thank you, Burat. After that, I will tell you.",Hallucination or looping,"that, I will tell you.","[{""text"": ""that, I will tell you."", ""start"": 24, ""end"": 46, ""labels"": [""Hallucination""]}]","Thank you, Burat.",No hallucination,,[],"Thank you, Barak.",No hallucination,,[],thank you boris,No hallucination,,[],,train
